Student_ID,Age,Gender,Branch,Year_of_Study,Commute_Mode,Commute_Time_mins,Attendance_Percentage,Study_Hours_per_Day,Social_Media_Hours_per_Day,Sleep_Hours_per_Night,Part_Time_Job,Extracurricular_Activities,Peer_Learning,Mentorship_Available,Financial_Status,Previous_Semester_SGPA,Stress_Level,Number_of_KTs,Has_KT,Cleared_in_First_Attempt
MU09551,24,Male,Artificial Intelligence & Data Science,Second Year,Walking,27,85,2.5,3.8,6.9,No,No,Yes,No,Middle Class,5.32,Low,1,Yes,No
MU09552,19,Female,Civil Engineering,Third Year,Local Train,121,95,4.2,4.4,6.7,No,No,Yes,No,Middle Class,5.51,Medium,0,No,Yes
MU09553,23,Female,Information Technology,Final Year,Two-Wheeler,42,91,0.8,4.9,6.4,No,Yes,No,Yes,Middle Class,6.89,Medium,2,Yes,No
MU09554,18,Female,Information Technology,First Year,Auto/Cab,31,98,6.1,3.3,8.1,Yes,No,Yes,Yes,Middle Class,7.62,Low,0,No,Yes
MU09555,19,Female,Computer Engineering,Second Year,Local Train,106,70,2.5,5.8,5.2,No,No,Yes,Yes,Middle Class,4.85,Medium,2,Yes,No
MU09556,20,Female,Mechanical Engineering,Second Year,Local Train,114,98,3.8,4.7,7.6,No,No,No,No,Middle Class,6.1,Low,0,No,Yes
MU09557,21,Male,Electronics & Telecom (EXTC),First Year,Local Train,104,76,1.6,1.9,6.4,No,No,No,No,Lower Middle Class,4.6,Medium,4,Yes,No
MU09558,23,Male,Computer Engineering,Second Year,Local Train,130,80,0.4,4.1,6.0,No,No,Yes,No,Middle Class,4.98,Medium,3,Yes,No
MU09559,21,Female,Computer Engineering,Second Year,Local Train,69,91,2.3,4.0,6.2,No,No,Yes,No,Middle Class,6.25,Low,0,No,Yes
MU09560,21,Female,Computer Engineering,First Year,Local Train,136,100,4.3,2.1,6.6,No,No,Yes,Yes,Middle Class,6.95,Medium,1,Yes,No
MU09561,20,Female,Artificial Intelligence & Data Science,Second Year,Local Train,85,95,4.4,5.5,6.5,No,Yes,Yes,No,Lower Middle Class,5.7,Low,0,No,Yes
MU09562,22,Male,Electrical Engineering,Third Year,Bus,43,50,2.0,1.2,5.7,No,No,No,No,Middle Class,4.95,Low,2,Yes,No
MU09563,18,Female,Information Technology,First Year,Two-Wheeler,46,70,5.4,4.7,7.9,No,Yes,Yes,Yes,Upper Middle Class,6.56,Low,1,Yes,No
MU09564,21,Male,Artificial Intelligence & Data Science,Final Year,Local Train,56,70,1.4,6.9,8.1,No,No,No,No,Upper Middle Class,4.01,Medium,1,Yes,No
MU09565,19,Male,Mechanical Engineering,Second Year,Local Train,75,54,2.5,,5.9,Yes,Yes,Yes,No,Middle Class,4.7,High,3,Yes,No
MU09566,18,Male,Civil Engineering,Third Year,Local Train,81,52,3.7,4.3,6.2,No,Yes,No,No,Lower Middle Class,4.56,Low,1,Yes,No
MU09567,19,Female,Mechanical Engineering,Second Year,Local Train,83,62,1.3,,5.2,No,No,Yes,No,Middle Class,4.87,Medium,2,Yes,No
MU09568,18,Female,Civil Engineering,Second Year,Walking,29,80,0.0,4.1,9.0,No,Yes,No,Yes,Upper Middle Class,5.31,Medium,2,Yes,No
MU09569,24,Male,Computer Engineering,Third Year,Auto/Cab,28,82,4.2,7.6,7.7,No,No,No,Yes,Upper Middle Class,5.2,Low,0,No,Yes
MU09570,18,Female,Electronics & Telecom (EXTC),Third Year,Local Train,80,65,3.2,2.5,5.7,No,Yes,No,Yes,Middle Class,5.27,High,4,Yes,No
MU09571,23,Male,Electrical Engineering,Final Year,Local Train,103,41,3.1,1.3,8.5,No,Yes,No,No,Upper Middle Class,4.16,High,4,Yes,No
MU09572,19,Male,Computer Engineering,Final Year,Local Train,153,72,1.5,,4.8,No,No,Yes,No,Upper Middle Class,5.37,Medium,2,Yes,No
MU09573,19,Male,Computer Engineering,Third Year,Local Train,53,94,3.0,2.2,6.2,No,No,Yes,No,Wealthy,6.35,Low,0,No,Yes
MU09574,24,Male,Computer Engineering,First Year,Two-Wheeler,24,59,2.1,2.7,6.3,No,No,Yes,Yes,Lower Middle Class,4.48,Medium,2,Yes,No
MU09575,18,Male,Information Technology,Third Year,Two-Wheeler,40,93,1.8,1.7,6.0,Yes,No,No,No,Lower Middle Class,5.93,Low,1,Yes,No
MU09576,21,Male,Computer Engineering,Second Year,Walking,47,69,4.6,3.8,5.3,No,No,No,Yes,Wealthy,6.14,Low,1,Yes,No
MU09577,19,Female,Mechanical Engineering,First Year,Two-Wheeler,27,85,1.6,7.0,7.2,No,No,No,Yes,Upper Middle Class,6.13,Low,1,Yes,No
MU09578,24,Female,Information Technology,First Year,Local Train,72,87,2.9,4.3,8.4,No,No,No,No,Upper Middle Class,,Low,0,No,Yes
MU09579,20,Male,Computer Engineering,Second Year,Local Train,106,61,3.1,3.0,5.9,No,Yes,Yes,No,Middle Class,4.89,Low,1,Yes,No
MU09580,20,Male,Artificial Intelligence & Data Science,Second Year,Local Train,118,68,1.9,2.9,3.7,No,No,No,Yes,Middle Class,5.33,Medium,1,Yes,No
MU09581,18,Male,Mechanical Engineering,Second Year,Bus,60,79,2.4,3.1,5.1,No,No,No,Yes,Middle Class,5.38,High,4,Yes,No
MU09582,22,Male,Computer Engineering,Final Year,Local Train,96,70,3.8,2.8,6.9,No,No,Yes,No,Middle Class,5.83,Medium,2,Yes,No
MU09583,18,Male,Information Technology,Second Year,Local Train,89,51,4.8,4.7,5.4,Yes,Yes,Yes,No,Wealthy,6.94,Medium,2,Yes,No
MU09584,24,Male,Civil Engineering,Final Year,Local Train,95,71,2.9,4.0,5.4,No,No,Yes,No,Middle Class,6.23,Medium,2,Yes,No
MU09585,18,Female,Civil Engineering,First Year,Local Train,46,78,3.7,2.9,6.4,No,Yes,No,No,Middle Class,6.68,Medium,1,Yes,No
MU09586,21,Female,Computer Engineering,First Year,Local Train,95,64,2.1,3.0,6.4,No,No,No,Yes,Lower Middle Class,4.77,High,4,Yes,No
MU09587,21,Male,Artificial Intelligence & Data Science,Third Year,Two-Wheeler,40,50,2.2,2.6,4.7,No,No,No,No,Middle Class,5.54,High,4,Yes,No
MU09588,23,Male,Civil Engineering,Final Year,Bus,67,97,1.7,2.4,6.9,No,Yes,Yes,No,Middle Class,5.98,Low,0,No,Yes
MU09589,24,Male,Artificial Intelligence & Data Science,Third Year,Bus,49,78,3.5,1.4,6.1,No,Yes,No,Yes,Middle Class,7.01,Low,1,Yes,No
MU09590,22,Female,Computer Engineering,Third Year,Local Train,105,87,1.8,2.9,6.6,No,No,Yes,No,Upper Middle Class,6.58,Medium,2,Yes,No
MU09591,24,Male,Computer Engineering,Final Year,Two-Wheeler,52,73,2.2,1.5,7.0,No,No,Yes,No,Wealthy,5.06,Low,1,Yes,No
MU09592,24,Male,Information Technology,Third Year,Bus,110,70,2.5,2.1,5.1,Yes,Yes,Yes,No,Middle Class,4.79,Medium,2,Yes,No
MU09593,22,Female,Computer Engineering,Final Year,Bus,50,88,0.9,5.3,4.6,No,No,No,No,Lower Middle Class,4.38,Medium,2,Yes,No
MU09594,24,Male,Computer Engineering,Final Year,Local Train,60,68,1.8,3.7,7.2,Yes,No,No,Yes,Upper Middle Class,5.55,Medium,2,Yes,No
MU09595,22,Male,Computer Engineering,First Year,Two-Wheeler,42,66,3.3,4.0,5.2,No,Yes,No,No,Upper Middle Class,4.74,High,3,Yes,No
MU09596,22,Male,Civil Engineering,Final Year,Two-Wheeler,47,85,2.1,2.3,7.0,No,No,Yes,No,Middle Class,6.02,Low,0,No,Yes
MU09597,22,Male,Computer Engineering,First Year,Two-Wheeler,41,90,5.9,3.5,5.8,No,No,No,No,Middle Class,6.26,Low,0,No,Yes
MU09598,24,Male,Computer Engineering,Final Year,Local Train,93,62,4.4,3.4,7.4,No,No,No,Yes,Middle Class,7.0,High,3,Yes,No
MU09599,24,Male,Artificial Intelligence & Data Science,Second Year,Local Train,73,82,4.5,,7.3,No,Yes,Yes,No,Upper Middle Class,6.09,Low,1,Yes,No
MU09600,18,Male,Computer Engineering,Second Year,Local Train,43,50,1.2,3.8,6.4,No,No,Yes,No,Middle Class,5.0,Low,1,Yes,No
MU09601,24,Male,Electronics & Telecom (EXTC),Final Year,Local Train,127,68,2.0,3.5,8.3,No,Yes,No,Yes,Wealthy,5.39,Medium,1,Yes,No
MU09602,18,Female,Mechanical Engineering,First Year,Local Train,138,77,2.4,2.2,7.1,No,No,Yes,No,Middle Class,5.07,Low,0,No,Yes
MU09603,23,Male,Artificial Intelligence & Data Science,Third Year,Local Train,67,61,2.8,2.4,5.7,No,Yes,Yes,No,Upper Middle Class,4.93,Low,1,Yes,No
MU09604,20,Male,Artificial Intelligence & Data Science,Second Year,Local Train,71,78,5.6,2.5,8.2,No,No,No,Yes,Middle Class,6.56,Low,0,No,Yes
MU09605,20,Female,Information Technology,First Year,Two-Wheeler,16,76,0.5,1.9,6.2,No,No,Yes,No,Middle Class,5.33,Low,1,Yes,No
MU09606,23,Female,Artificial Intelligence & Data Science,Final Year,Local Train,78,78,2.8,4.1,5.6,Yes,No,No,No,Middle Class,6.03,Low,1,Yes,No
MU09607,23,Female,Information Technology,First Year,Two-Wheeler,45,84,2.1,3.5,6.4,No,No,No,Yes,Middle Class,6.63,Medium,1,Yes,No
MU09608,19,Male,Mechanical Engineering,Final Year,Local Train,70,68,3.0,3.0,5.9,No,No,Yes,No,Lower Middle Class,6.55,Low,1,Yes,No
MU09609,18,Male,Information Technology,Second Year,Local Train,112,56,3.1,3.7,4.6,No,No,No,No,Upper Middle Class,4.61,High,3,Yes,No
MU09610,22,Female,Mechanical Engineering,Final Year,Local Train,61,61,2.1,2.0,7.2,No,No,No,No,Lower Middle Class,6.02,High,4,Yes,No
MU09611,19,Female,Electronics & Telecom (EXTC),Final Year,Two-Wheeler,49,64,2.9,2.0,,No,No,Yes,No,Middle Class,6.7,Low,1,Yes,No
MU09612,21,Male,Mechanical Engineering,Third Year,Local Train,99,100,3.0,2.0,6.5,Yes,No,No,No,Upper Middle Class,4.8,Low,0,No,Yes
MU09613,18,Female,Mechanical Engineering,Final Year,Local Train,79,48,1.4,4.4,7.4,No,No,Yes,No,Middle Class,4.41,Low,1,Yes,No
MU09614,24,Male,Computer Engineering,First Year,Local Train,82,57,6.2,4.8,7.5,Yes,Yes,Yes,No,Wealthy,6.04,Low,1,Yes,No
MU09615,23,Other,Information Technology,Final Year,Bus,74,57,2.8,3.1,7.6,No,Yes,Yes,No,Lower Middle Class,5.3,Low,1,Yes,No
MU09616,20,Female,Civil Engineering,Third Year,Local Train,171,93,5.6,5.3,5.7,No,No,Yes,Yes,Upper Middle Class,6.33,Low,0,No,Yes
MU09617,18,Female,Computer Engineering,Second Year,Local Train,86,73,4.1,3.9,6.9,No,Yes,No,No,Upper Middle Class,4.88,Low,0,No,Yes
MU09618,23,Female,Information Technology,Third Year,Local Train,119,53,3.0,2.9,5.8,No,No,Yes,No,Middle Class,4.96,Low,0,No,Yes
MU09619,18,Female,Mechanical Engineering,Third Year,Bus,92,71,2.4,3.9,4.9,No,No,Yes,No,Middle Class,6.09,Medium,3,Yes,No
MU09620,24,Male,Artificial Intelligence & Data Science,Third Year,Local Train,70,65,3.4,5.0,4.1,No,No,No,No,Middle Class,5.21,High,2,Yes,No
MU09621,18,Male,Computer Engineering,First Year,Bus,42,64,0.0,4.6,8.4,No,No,No,No,Middle Class,4.89,Medium,2,Yes,No
MU09622,24,Male,Electronics & Telecom (EXTC),First Year,Local Train,90,79,0.7,2.4,6.4,No,Yes,No,No,Upper Middle Class,6.57,High,3,Yes,No
MU09623,18,Male,Computer Engineering,First Year,Auto/Cab,21,63,1.8,3.3,5.2,Yes,No,Yes,No,Middle Class,5.19,Medium,3,Yes,No
MU09624,21,Female,Information Technology,Second Year,Bus,70,79,0.9,3.0,5.1,No,Yes,No,No,Middle Class,5.59,Medium,2,Yes,No
MU09625,20,Male,Computer Engineering,First Year,Bus,44,79,2.9,1.1,4.4,No,No,No,Yes,Lower Middle Class,6.51,Medium,1,Yes,No
MU09626,18,Male,Mechanical Engineering,Third Year,Local Train,112,56,3.1,1.9,6.7,No,No,No,No,Upper Middle Class,5.76,Medium,2,Yes,No
MU09627,23,Female,Civil Engineering,Second Year,Bus,37,62,5.7,4.6,8.9,No,Yes,No,Yes,Middle Class,6.49,Medium,2,Yes,No
MU09628,21,Female,Computer Engineering,Final Year,Two-Wheeler,39,69,3.5,3.6,5.7,No,No,No,No,Upper Middle Class,4.88,Low,1,Yes,No
MU09629,19,Male,Civil Engineering,Third Year,Bus,66,100,3.2,3.3,,No,No,Yes,No,Lower Middle Class,6.72,Low,0,No,Yes
MU09630,18,Male,Information Technology,First Year,Two-Wheeler,19,69,3.2,3.8,4.7,Yes,No,Yes,No,Middle Class,5.71,Medium,2,Yes,No
MU09631,24,Male,Information Technology,First Year,Local Train,102,74,3.3,3.8,7.2,No,No,Yes,Yes,Middle Class,5.39,Low,0,No,Yes
MU09632,21,Female,Electronics & Telecom (EXTC),Third Year,Local Train,83,66,2.4,4.4,6.8,Yes,Yes,Yes,No,Middle Class,4.83,Low,0,No,Yes
MU09633,22,Male,Information Technology,Final Year,Local Train,76,60,2.7,4.9,6.3,No,No,No,No,Middle Class,4.58,High,3,Yes,No
MU09634,19,Female,Computer Engineering,Third Year,Local Train,99,59,1.7,2.7,7.0,No,Yes,Yes,Yes,Upper Middle Class,4.98,Low,0,No,Yes
MU09635,20,Male,Civil Engineering,Third Year,Local Train,46,73,0.4,4.1,4.7,Yes,No,Yes,No,Middle Class,4.02,High,4,Yes,No
MU09636,18,Male,Civil Engineering,First Year,Local Train,102,78,2.3,2.6,,No,Yes,Yes,No,Middle Class,6.41,High,4,Yes,No
MU09637,18,Female,Electrical Engineering,Second Year,Local Train,53,39,3.4,1.3,4.9,Yes,No,Yes,No,Middle Class,,High,4,Yes,No
MU09638,21,Male,Information Technology,Third Year,Two-Wheeler,45,75,4.6,4.5,5.2,Yes,No,Yes,No,Middle Class,5.96,Low,2,Yes,No
MU09639,20,Male,Computer Engineering,First Year,Bus,62,77,2.5,2.7,6.6,No,No,Yes,Yes,Middle Class,6.28,Medium,1,Yes,No
MU09640,22,Male,Electrical Engineering,Second Year,Bus,90,91,1.5,3.0,5.6,No,Yes,No,No,Upper Middle Class,6.17,Medium,1,Yes,No
MU09641,19,Male,Information Technology,First Year,Bus,90,85,3.0,2.5,8.2,No,Yes,Yes,No,Middle Class,5.95,Low,1,Yes,No
MU09642,23,Male,Civil Engineering,Third Year,Bus,75,62,1.8,3.3,8.4,No,No,No,Yes,Middle Class,5.63,Low,1,Yes,No
MU09643,20,Male,Electrical Engineering,Third Year,Bus,58,54,0.9,1.8,5.8,Yes,Yes,No,No,Upper Middle Class,5.89,High,4,Yes,No
MU09644,18,Male,Civil Engineering,Third Year,Local Train,89,61,1.3,4.7,6.3,Yes,Yes,Yes,No,Middle Class,4.29,Medium,1,Yes,No
MU09645,21,Male,Information Technology,Second Year,Two-Wheeler,22,76,3.3,4.6,5.4,No,Yes,Yes,No,Middle Class,6.19,Low,0,No,Yes
MU09646,22,Female,Artificial Intelligence & Data Science,Third Year,Bus,24,64,3.3,4.1,6.8,No,Yes,Yes,No,Middle Class,5.9,High,4,Yes,No
MU09647,21,Female,Mechanical Engineering,Final Year,Bus,81,77,3.8,4.1,7.5,Yes,Yes,Yes,No,Middle Class,5.92,Medium,2,Yes,No
MU09648,19,Male,Electronics & Telecom (EXTC),Third Year,Local Train,77,97,3.4,3.8,7.5,No,Yes,Yes,No,Middle Class,5.4,Low,0,No,Yes
MU09649,24,Female,Mechanical Engineering,Final Year,Local Train,63,84,4.8,2.2,6.1,Yes,Yes,Yes,No,Middle Class,6.47,Medium,1,Yes,No
MU09650,24,Male,Computer Engineering,First Year,Walking,10,75,5.3,2.9,5.8,No,No,Yes,No,Upper Middle Class,6.37,Low,0,No,Yes
MU09651,20,Male,Information Technology,Third Year,Auto/Cab,21,69,4.0,5.1,5.7,No,No,Yes,Yes,Middle Class,5.46,Medium,2,Yes,No
MU09652,21,Male,Artificial Intelligence & Data Science,First Year,Two-Wheeler,36,68,2.0,0.9,8.3,No,No,No,No,Middle Class,6.86,Medium,2,Yes,No
MU09653,23,Male,Computer Engineering,First Year,Walking,13,82,3.5,3.3,5.9,No,No,Yes,No,Lower Middle Class,7.12,Low,1,Yes,No
MU09654,23,Male,Information Technology,Second Year,Local Train,67,70,2.5,3.9,7.5,Yes,Yes,Yes,Yes,Middle Class,6.23,Low,2,Yes,No
MU09655,24,Male,Information Technology,Second Year,Local Train,97,78,3.3,2.5,6.1,No,No,Yes,No,Wealthy,5.71,Low,0,No,Yes
MU09656,24,Male,Information Technology,Third Year,Two-Wheeler,40,59,2.9,4.0,4.3,No,No,Yes,No,Middle Class,4.84,Medium,2,Yes,No
MU09657,21,Female,Electronics & Telecom (EXTC),Final Year,Local Train,38,70,2.9,2.4,6.4,Yes,Yes,No,No,Wealthy,4.95,Medium,3,Yes,No
MU09658,18,Male,Artificial Intelligence & Data Science,Final Year,Local Train,63,70,3.4,2.8,4.7,Yes,No,Yes,No,Middle Class,5.29,Low,1,Yes,No
MU09659,21,Female,Information Technology,Second Year,Two-Wheeler,52,77,5.8,4.6,5.8,No,Yes,Yes,No,Middle Class,6.63,Low,0,No,Yes
MU09660,22,Female,Civil Engineering,Third Year,Bus,44,50,3.9,3.4,5.4,No,No,Yes,Yes,Middle Class,6.03,Low,1,Yes,No
MU09661,20,Male,Civil Engineering,Third Year,Local Train,117,78,3.3,3.3,6.6,No,No,Yes,No,Upper Middle Class,6.12,Medium,1,Yes,No
MU09662,19,Male,Electronics & Telecom (EXTC),Final Year,Bus,59,71,3.1,4.7,5.8,No,Yes,No,No,Lower Middle Class,5.49,Low,0,No,Yes
MU09663,23,Male,Computer Engineering,Second Year,Two-Wheeler,32,46,5.0,3.2,5.5,No,No,Yes,No,Middle Class,6.19,Low,0,No,Yes
MU09664,21,Male,Electronics & Telecom (EXTC),First Year,Two-Wheeler,33,87,1.7,5.2,7.3,No,No,No,Yes,Middle Class,5.62,Medium,2,Yes,No
MU09665,22,Male,Artificial Intelligence & Data Science,Third Year,Bus,71,53,4.0,4.9,5.9,No,No,Yes,No,Lower Middle Class,6.81,High,4,Yes,No
MU09666,24,Female,Information Technology,Third Year,Auto/Cab,10,65,6.9,3.2,6.7,No,No,No,No,Upper Middle Class,7.01,Low,0,No,Yes
MU09667,23,Male,Mechanical Engineering,Final Year,Local Train,49,40,3.7,2.8,6.6,No,Yes,Yes,Yes,Middle Class,5.98,High,4,Yes,No
MU09668,23,Male,Artificial Intelligence & Data Science,First Year,Local Train,68,80,2.1,4.2,5.5,No,No,Yes,Yes,Middle Class,5.19,High,2,Yes,No
MU09669,19,Female,Civil Engineering,Third Year,Local Train,52,72,,5.1,,No,No,Yes,No,Wealthy,5.35,Medium,2,Yes,No
MU09670,23,Female,Mechanical Engineering,Second Year,Local Train,57,91,2.6,3.1,5.7,No,No,No,Yes,Middle Class,4.98,Low,0,No,Yes
MU09671,22,Male,Artificial Intelligence & Data Science,Second Year,Local Train,57,66,4.6,6.0,6.3,No,Yes,Yes,No,Middle Class,4.77,Low,1,Yes,No
MU09672,23,Female,Computer Engineering,Final Year,Local Train,93,77,4.2,4.1,5.9,No,No,Yes,No,Middle Class,6.75,Low,0,No,Yes
MU09673,23,Male,Civil Engineering,Final Year,Local Train,30,81,2.7,3.4,6.9,No,Yes,Yes,Yes,Upper Middle Class,6.69,Low,0,No,Yes
MU09674,21,Male,Information Technology,Third Year,Local Train,92,73,4.3,1.7,7.1,No,No,Yes,No,Wealthy,6.86,Low,0,No,Yes
MU09675,21,Male,Information Technology,First Year,Local Train,86,63,4.6,2.1,4.4,No,No,Yes,Yes,Middle Class,6.22,Low,1,Yes,No
MU09676,24,Male,Electronics & Telecom (EXTC),Second Year,Local Train,111,56,3.1,3.5,5.3,Yes,Yes,Yes,No,Middle Class,4.7,Low,0,No,Yes
MU09677,20,Female,Computer Engineering,First Year,Local Train,98,57,2.2,5.3,5.4,Yes,No,Yes,No,Upper Middle Class,4.36,Medium,2,Yes,No
MU09678,18,Male,Information Technology,Second Year,Local Train,97,80,6.3,2.2,6.1,No,No,Yes,No,Upper Middle Class,6.41,Low,0,No,Yes
MU09679,22,Male,Computer Engineering,Third Year,Local Train,59,59,0.9,4.1,8.2,No,No,No,No,Middle Class,3.86,Medium,2,Yes,No
MU09680,18,Male,Computer Engineering,Third Year,Local Train,77,60,3.3,1.8,4.4,No,Yes,Yes,No,Middle Class,6.08,Low,1,Yes,No
MU09681,18,Male,Information Technology,Third Year,Bus,29,57,2.5,5.5,7.0,No,No,Yes,Yes,Middle Class,5.29,Low,0,No,Yes
MU09682,23,Male,Electrical Engineering,Third Year,Local Train,124,68,3.9,1.2,7.5,Yes,No,No,No,Lower Middle Class,4.73,Medium,3,Yes,No
MU09683,24,Male,Computer Engineering,Third Year,Local Train,130,74,3.6,1.8,5.8,No,No,No,Yes,Middle Class,5.28,Low,0,No,Yes
MU09684,19,Female,Electronics & Telecom (EXTC),Third Year,Two-Wheeler,46,78,1.9,4.1,6.7,No,No,Yes,No,Lower Middle Class,5.39,Medium,2,Yes,No
MU09685,19,Male,Civil Engineering,Second Year,Local Train,53,57,1.9,3.6,7.2,No,No,No,No,Middle Class,,High,3,Yes,No
MU09686,23,Male,Computer Engineering,Second Year,Local Train,108,70,2.9,4.6,5.7,No,No,No,No,Upper Middle Class,5.22,Medium,1,Yes,No
MU09687,24,Male,Artificial Intelligence & Data Science,First Year,Local Train,75,34,4.6,2.0,5.3,No,No,No,Yes,Wealthy,,Medium,2,Yes,No
MU09688,22,Male,Artificial Intelligence & Data Science,Final Year,Two-Wheeler,14,73,2.1,3.1,9.0,No,Yes,No,Yes,Middle Class,6.82,Low,1,Yes,No
MU09689,18,Male,Information Technology,Final Year,Auto/Cab,16,62,2.5,4.8,5.5,No,Yes,No,No,Middle Class,4.51,Low,1,Yes,No
MU09690,20,Female,Artificial Intelligence & Data Science,Final Year,Local Train,120,38,3.7,3.7,6.6,No,Yes,Yes,No,Middle Class,5.8,Low,1,Yes,No
MU09691,24,Female,Mechanical Engineering,Third Year,Local Train,83,52,5.2,1.9,5.2,No,No,Yes,No,Upper Middle Class,5.27,Low,0,No,Yes
MU09692,18,Male,Information Technology,Third Year,Local Train,92,68,3.4,3.5,7.6,No,Yes,Yes,No,Upper Middle Class,6.63,High,3,Yes,No
MU09693,19,Male,Mechanical Engineering,Second Year,Local Train,53,60,0.0,3.8,4.1,Yes,No,Yes,No,Middle Class,4.95,Medium,3,Yes,No
MU09694,18,Female,Mechanical Engineering,First Year,Bus,54,70,0.8,3.4,6.3,No,No,No,No,Middle Class,5.5,Low,1,Yes,No
MU09695,21,Male,Mechanical Engineering,Second Year,Auto/Cab,17,72,1.5,6.2,,No,No,No,Yes,Middle Class,5.0,Medium,1,Yes,No
MU09696,21,Male,Civil Engineering,Final Year,Two-Wheeler,24,74,1.3,4.1,6.3,No,Yes,No,No,Lower Middle Class,4.93,Medium,3,Yes,No
MU09697,20,Male,Information Technology,First Year,Bus,63,68,5.1,5.1,8.5,No,No,Yes,Yes,Middle Class,6.41,Low,0,No,Yes
MU09698,22,Female,Artificial Intelligence & Data Science,Third Year,Local Train,81,52,3.3,5.4,6.7,No,No,No,Yes,Upper Middle Class,5.83,Medium,2,Yes,No
MU09699,18,Male,Artificial Intelligence & Data Science,Final Year,Local Train,105,80,4.4,2.0,4.2,Yes,No,Yes,No,Middle Class,5.01,Medium,1,Yes,No
MU09700,21,Female,Civil Engineering,Second Year,Bus,49,70,2.6,2.6,5.8,No,Yes,Yes,No,Middle Class,5.36,Low,1,Yes,No
MU09701,22,Female,Computer Engineering,Third Year,Bus,62,48,2.7,4.6,5.8,No,No,Yes,No,Lower Middle Class,5.89,Medium,2,Yes,No
MU09702,24,Male,Electronics & Telecom (EXTC),Final Year,Local Train,67,58,2.2,3.8,8.3,No,No,Yes,No,Upper Middle Class,5.1,Medium,2,Yes,No
MU09703,24,Female,Civil Engineering,Third Year,Local Train,41,83,2.8,4.6,6.0,No,No,Yes,No,Upper Middle Class,6.09,Low,1,Yes,No
MU09704,21,Female,Artificial Intelligence & Data Science,Third Year,Bus,81,49,2.6,2.6,6.0,No,Yes,No,No,Middle Class,6.18,Low,1,Yes,No
MU09705,22,Male,Artificial Intelligence & Data Science,Second Year,Bus,50,86,3.7,3.2,7.3,No,Yes,No,No,Middle Class,6.06,Low,0,No,Yes
MU09706,22,Male,Artificial Intelligence & Data Science,Third Year,Local Train,62,100,2.6,3.1,10.0,No,No,Yes,Yes,Lower Middle Class,7.03,Low,0,No,Yes
MU09707,21,Male,Information Technology,First Year,Bus,70,60,3.2,3.3,3.9,Yes,No,Yes,No,Lower Middle Class,5.27,High,3,Yes,No
MU09708,23,Male,Artificial Intelligence & Data Science,First Year,Local Train,89,58,3.5,2.7,5.8,Yes,Yes,No,No,Middle Class,4.23,Medium,3,Yes,No
MU09709,19,Male,Computer Engineering,Third Year,Local Train,49,80,3.0,3.4,5.3,No,Yes,No,No,Middle Class,6.07,Low,1,Yes,No
MU09710,22,Male,Information Technology,Second Year,Walking,17,63,6.1,6.4,5.8,No,No,Yes,No,Middle Class,6.12,Low,0,No,Yes
MU09711,24,Male,Computer Engineering,Final Year,Bus,26,62,2.2,,6.5,No,Yes,No,No,Middle Class,5.64,Medium,1,Yes,No
MU09712,23,Female,Artificial Intelligence & Data Science,Second Year,Local Train,69,78,2.3,5.3,8.9,Yes,Yes,Yes,Yes,Upper Middle Class,5.84,Medium,3,Yes,No
MU09713,18,Male,Artificial Intelligence & Data Science,Final Year,Local Train,130,60,1.4,2.5,8.0,No,No,Yes,No,Middle Class,5.2,Low,2,Yes,No
MU09714,23,Male,Information Technology,First Year,Local Train,57,65,3.3,1.8,5.8,No,Yes,No,No,Middle Class,5.75,Low,0,No,Yes
MU09715,21,Male,Information Technology,Final Year,Local Train,68,64,4.3,6.9,8.1,No,No,Yes,No,Middle Class,4.79,High,4,Yes,No
MU09716,23,Male,Artificial Intelligence & Data Science,Second Year,Local Train,95,69,3.1,1.4,7.3,No,No,Yes,No,Middle Class,5.75,Low,0,No,Yes
MU09717,19,Male,Electronics & Telecom (EXTC),First Year,Two-Wheeler,23,47,6.4,3.3,8.0,No,No,Yes,No,Middle Class,5.67,Low,1,Yes,No
MU09718,21,Male,Electronics & Telecom (EXTC),Final Year,Local Train,68,63,2.4,5.3,8.3,No,No,No,No,Middle Class,4.55,Low,1,Yes,No
MU09719,20,Male,Electronics & Telecom (EXTC),Final Year,Bus,80,56,1.0,2.9,4.6,No,No,Yes,Yes,Middle Class,6.33,Medium,3,Yes,No
MU09720,18,Female,Mechanical Engineering,Final Year,Local Train,61,55,2.6,3.9,5.7,No,Yes,No,No,Upper Middle Class,4.67,Low,1,Yes,No
MU09721,24,Female,Artificial Intelligence & Data Science,First Year,Local Train,82,92,0.6,2.9,6.9,Yes,Yes,Yes,No,Middle Class,5.33,High,4,Yes,No
MU09722,20,Male,Information Technology,Third Year,Walking,12,100,3.7,,6.2,Yes,No,Yes,No,Middle Class,6.29,Low,0,No,Yes
MU09723,23,Female,Computer Engineering,Third Year,Local Train,74,55,0.9,5.0,7.2,No,Yes,Yes,No,Upper Middle Class,4.62,High,4,Yes,No
MU09724,22,Female,Computer Engineering,Third Year,Local Train,93,76,2.5,1.3,5.2,No,Yes,Yes,No,Middle Class,5.08,Low,0,No,Yes
